dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty,season
1976-01-01,2.884,0.068,8.398,0.079,-2.452,0.11,13.442,0.05,Winter
1976-02-01,3.031,0.069,8.509,0.10400000000000001,-2.443,0.094,13.619000000000002,0.05,Winter
1976-03-01,4.517,0.06,10.305,0.08199999999999999,-1.2040000000000002,0.08199999999999999,14.124,0.049,Spring
1976-04-01,8.293999999999999,0.086,14.177,0.132,2.489,0.106,15.135,0.053,Spring
1976-05-01,10.941999999999998,0.163,16.727999999999998,0.149,5.176,0.10800000000000001,15.778,0.067,Spring
1976-06-01,13.085999999999999,0.10300000000000001,18.954,0.17300000000000001,7.3450000000000015,0.13,16.448,0.06,Summer
1976-07-01,14.155,0.18,19.852,0.245,8.349,0.221,16.864,0.073,Summer
1976-08-01,13.511,0.17,19.163,0.23399999999999999,7.645999999999999,0.222,16.671,0.07200000000000001,Summer
1976-09-01,11.895,0.053,17.740000000000006,0.079,6.197,0.1,16.185,0.055999999999999994,Autumn
1976-10-01,8.511000000000001,0.111,14.028,0.253,3.113,0.22,15.167,0.059000000000000004,Autumn
1976-11-01,5.66,0.062,11.155999999999999,0.124,0.302,0.16399999999999998,14.299,0.05,Autumn
1976-12-01,3.681,0.08199999999999999,9.086,0.155,-1.7080000000000002,0.16,13.841,0.05,Winter
1977-01-01,2.492,0.087,7.7639999999999985,0.19699999999999998,-2.648,0.16,13.646999999999998,0.05,Winter
1977-02-01,3.471,0.12,9.135,0.08800000000000001,-2.152,0.145,14.001,0.055999999999999994,Winter
1977-03-01,5.702000000000001,0.11,11.581,0.12300000000000001,-0.03500000000000003,0.168,14.639,0.055,Spring
1977-04-01,8.85,0.064,14.751,0.092,3.0580000000000003,0.081,15.47,0.049,Spring
1977-05-01,11.78,0.133,17.594,0.163,6.009,0.22699999999999998,16.285999999999998,0.061,Spring
1977-06-01,13.876,0.11,19.628,0.17300000000000001,8.058,0.184,16.846,0.055999999999999994,Summer
1977-07-01,14.630999999999998,0.111,20.327,0.122,8.971,0.20600000000000002,17.047,0.06,Summer
1977-08-01,14.09,0.078,19.673,0.162,8.463999999999999,0.134,16.979,0.053,Summer
1977-09-01,11.861999999999998,0.065,17.535,0.073,6.35,0.111,16.312,0.054000000000000006,Autumn
1977-10-01,9.156,0.040999999999999995,14.875,0.106,3.5860000000000003,0.09,15.387,0.049,Autumn
1977-11-01,6.5440000000000005,0.062,11.962,0.10099999999999999,1.259,0.07,14.544,0.048,Autumn
1977-12-01,3.749,0.035,9.001,0.1,-1.385,0.139,13.741,0.045,Winter
1978-01-01,2.705,0.095,8.006,0.078,-2.52,0.078,13.587,0.054000000000000006,Winter
1978-02-01,3.4560000000000004,0.13699999999999998,9.006,0.2,-2.149,0.2,13.904000000000002,0.06,Winter
1978-03-01,5.607,0.09699999999999999,11.344,0.055,-0.07400000000000001,0.174,14.555,0.052000000000000005,Spring
1978-04-01,8.790999999999999,0.08800000000000001,14.628,0.344,3.084,0.41600000000000004,15.372,0.05,Spring
1978-05-01,11.414,0.139,17.131,0.23600000000000002,5.723000000000001,0.314,16.101,0.061,Spring
1978-06-01,13.22,0.106,18.891,0.16399999999999998,7.7150000000000025,0.213,16.601000000000006,0.057,Summer
1978-07-01,14.364,0.158,19.911,0.132,8.894,0.237,16.935,0.067,Summer
1978-08-01,13.297,0.099,18.974,0.155,7.680999999999999,0.17300000000000001,16.623,0.055999999999999994,Summer
1978-09-01,12.03,0.096,17.64,0.16399999999999998,6.431,0.127,16.281,0.057999999999999996,Autumn
1978-10-01,9.339,0.08199999999999999,14.964,0.145,3.803,0.15,15.337,0.054000000000000006,Autumn
1978-11-01,6.3500000000000005,0.081,11.685,0.11199999999999999,1.08,0.126,14.522,0.05,Autumn
1978-12-01,3.74,0.068,9.195,0.085,-1.617,0.09300000000000001,13.793,0.047,Winter
1979-01-01,2.6790000000000003,0.083,8.071,0.125,-2.625,0.1,13.63,0.048,Winter
1979-02-01,2.841,0.08900000000000001,8.525,0.076,-2.7590000000000003,0.147,13.768,0.047,Winter
1979-03-01,5.474,0.102,11.331,0.187,-0.129,0.272,14.565,0.051,Spring
1979-04-01,8.455,0.078,14.273,0.258,2.623,0.303,15.390999999999998,0.046,Spring
1979-05-01,11.199000000000002,0.149,17.139000000000006,0.198,5.7120000000000015,0.212,16.076,0.057999999999999996,Spring
1979-06-01,13.487,0.067,19.366,0.213,7.818,0.215,16.772000000000002,0.043,Summer
1979-07-01,14.114,0.054000000000000006,19.945,0.109,8.491,0.11699999999999999,16.992,0.042,Summer
1979-08-01,13.833,0.087,19.623,0.16,8.266,0.18100000000000002,16.977999999999998,0.046,Summer
1979-09-01,12.247,0.091,18.059,0.18,6.714,0.24,16.45,0.048,Autumn
1979-10-01,9.586,0.09,15.354,0.11599999999999999,4.0539999999999985,0.125,15.557,0.049,Autumn
1979-11-01,6.2860000000000005,0.079,11.807,0.13,0.905,0.051,14.609000000000002,0.047,Autumn
1979-12-01,4.6,0.068,10.0,0.115,-0.6690000000000002,0.051,14.182,0.045,Winter
1980-01-01,2.9560000000000004,0.087,8.468,0.08,-2.4570000000000003,0.124,13.812,0.049,Winter
1980-02-01,3.652,0.099,9.26,0.129,-1.864,0.115,14.112,0.05,Winter
1980-03-01,5.367000000000001,0.10300000000000001,11.239999999999998,0.16,-0.379,0.126,14.645999999999999,0.052000000000000005,Spring
1980-04-01,8.934999999999997,0.106,14.821,0.129,3.109,0.175,15.578,0.052000000000000005,Spring
1980-05-01,11.77,0.08900000000000001,17.713,0.23399999999999999,6.131,0.172,16.314,0.05,Spring
1980-06-01,13.582,0.134,19.375,0.185,7.9010000000000025,0.299,16.805999999999994,0.057999999999999996,Summer
1980-07-01,14.742,0.14400000000000002,20.466,0.179,9.102,0.214,17.171,0.06,Summer
1980-08-01,14.189,0.221,19.814,0.11699999999999999,8.562999999999999,0.08900000000000001,17.049,0.077,Summer
1980-09-01,12.321,0.08,18.121,0.152,6.642,0.146,16.427,0.051,Autumn
1980-10-01,9.55,0.064,15.17,0.11800000000000001,4.051,0.11199999999999999,15.45,0.048,Autumn
1980-11-01,6.684,0.094,12.196,0.183,1.334,0.14300000000000002,14.645,0.051,Autumn
1980-12-01,4.016,0.059000000000000004,9.431,0.165,-1.2770000000000001,0.086,13.892,0.046,Winter
1981-01-01,3.785,0.121,9.267,0.193,-1.2980000000000005,0.153,13.963,0.055,Winter
1981-02-01,4.021,0.139,9.689,0.133,-1.41,0.11900000000000001,14.073,0.059000000000000004,Winter
1981-03-01,6.239,0.035,12.05,0.063,0.5539999999999999,0.161,14.769,0.045,Spring
1981-04-01,8.953,0.08,14.817,0.20600000000000002,3.131,0.25,15.432,0.05,Spring
1981-05-01,11.565,0.084,17.471,0.33,5.9010000000000025,0.345,16.198,0.049,Spring
1981-06-01,13.765,0.122,19.611,0.126,8.065,0.14800000000000002,16.932000000000002,0.057999999999999996,Summer
1981-07-01,14.738,0.08199999999999999,20.398,0.122,9.208,0.132,17.217,0.054000000000000006,Summer
1981-08-01,14.502,0.099,20.293,0.092,8.976999999999997,0.081,17.123,0.055,Summer
1981-09-01,12.235999999999999,0.11800000000000001,17.950000000000006,0.098,6.646,0.139,16.465999999999998,0.057999999999999996,Autumn
1981-10-01,9.394,0.059000000000000004,14.979,0.096,3.765,0.066,15.453,0.05,Autumn
1981-11-01,6.273,0.057999999999999996,11.669,0.114,0.97,0.099,14.47,0.047,Autumn
1981-12-01,4.519,0.05,10.068,0.094,-0.878,0.076,14.098,0.048,Winter
1982-01-01,2.5580000000000003,0.08,8.09,0.13,-2.777,0.09699999999999999,13.587,0.053,Winter
1982-02-01,3.281,0.077,8.843,0.076,-2.075,0.07,13.852,0.053,Winter
1982-03-01,4.873,0.087,10.667,0.139,-0.722,0.13699999999999998,14.337,0.054000000000000006,Spring
1982-04-01,8.465,0.09300000000000001,14.388,0.223,2.89,0.433,15.33,0.054000000000000006,Spring
1982-05-01,11.347999999999999,0.09,17.149,0.305,5.727,0.28300000000000003,16.144000000000002,0.054000000000000006,Spring
1982-06-01,13.245,0.071,19.083,0.23399999999999999,7.556,0.251,16.625,0.053,Summer
1982-07-01,14.545,0.073,20.311,0.301,9.019,0.397,17.0,0.057999999999999996,Summer
1982-08-01,13.796,0.067,19.534,0.166,8.465,0.217,16.867,0.054000000000000006,Summer
1982-09-01,12.039,0.067,17.75,0.155,6.675,0.213,16.354,0.055,Autumn
1982-10-01,9.232,0.066,14.845,0.129,3.917,0.139,15.493,0.054000000000000006,Autumn
1982-11-01,5.961,0.111,11.314,0.11699999999999999,0.909,0.184,14.446,0.057,Autumn
1982-12-01,4.327,0.11,9.637,0.077,-0.7050000000000001,0.064,14.068,0.057999999999999996,Winter
1983-01-01,3.4450000000000003,0.115,8.747,0.084,-1.65,0.08,13.979,0.057,Winter
1983-02-01,3.814,0.17300000000000001,9.427,0.08800000000000001,-1.592,0.085,14.169,0.068,Winter
1983-03-01,5.699,0.09,11.503,0.055,0.09699999999999998,0.091,14.683,0.053,Spring
1983-04-01,8.693,0.05,14.45,0.092,3.053,0.134,15.468,0.048,Spring
1983-05-01,11.729,0.106,17.477,0.136,6.144,0.187,16.34,0.055999999999999994,Spring
1983-06-01,13.478,0.124,19.217,0.147,7.819,0.17,16.785999999999998,0.061,Summer
1983-07-01,14.408,0.07,20.139,0.138,8.829,0.115,17.067999999999998,0.054000000000000006,Summer
1983-08-01,14.302,0.061,20.105,0.177,8.729,0.1,17.145,0.052000000000000005,Summer
1983-09-01,12.698,0.098,18.412000000000006,0.09300000000000001,7.08,0.16,16.573,0.059000000000000004,Autumn
1983-10-01,9.478,0.096,15.097,0.08800000000000001,4.011,0.155,15.498,0.057999999999999996,Autumn
1983-11-01,6.7650000000000015,0.091,12.334,0.151,1.4209999999999998,0.134,14.648,0.054000000000000006,Autumn
1983-12-01,3.8289999999999997,0.054000000000000006,9.25,0.127,-1.3119999999999998,0.08,13.886,0.05,Winter
1984-01-01,2.9410000000000003,0.081,8.338,0.111,-2.2350000000000003,0.085,13.700999999999999,0.052000000000000005,Winter
1984-02-01,3.093,0.10099999999999999,8.786,0.136,-2.452,0.16899999999999998,13.878,0.055999999999999994,Winter
1984-03-01,5.671,0.084,11.540999999999999,0.1,-0.07800000000000001,0.06,14.607999999999999,0.055999999999999994,Spring
1984-04-01,8.431999999999999,0.163,14.335,0.23,2.608,0.209,15.37,0.068,Spring
1984-05-01,11.975999999999999,0.061,17.860000000000007,0.115,6.211,0.138,16.294999999999998,0.052000000000000005,Spring
1984-06-01,13.387,0.191,19.05,0.127,7.662000000000001,0.16699999999999998,16.668000000000006,0.073,Summer
1984-07-01,14.429,0.13699999999999998,20.109,0.075,8.958,0.191,16.961000000000002,0.063,Summer
1984-08-01,13.984000000000002,0.085,19.83,0.235,8.33,0.151,16.972,0.054000000000000006,Summer
1984-09-01,12.015,0.07400000000000001,17.718,0.098,6.5,0.096,16.385,0.053,Autumn
1984-10-01,9.378,0.08199999999999999,14.890999999999998,0.066,4.015,0.10099999999999999,15.368,0.054000000000000006,Autumn
1984-11-01,5.811,0.106,11.243,0.166,0.602,0.08800000000000001,14.32,0.055,Autumn
1984-12-01,3.185,0.066,8.411,0.15,-1.88,0.109,13.604000000000001,0.05,Winter
1985-01-01,3.01,0.08199999999999999,8.385,0.122,-2.22,0.063,13.677999999999999,0.052000000000000005,Winter
1985-02-01,2.7039999999999997,0.085,8.322000000000001,0.11699999999999999,-2.853,0.08,13.731,0.051,Winter
1985-03-01,5.4510000000000005,0.06,11.194,0.087,-0.133,0.086,14.526,0.05,Spring
1985-04-01,8.633,0.085,14.421,0.085,2.905,0.113,15.356,0.054000000000000006,Spring
1985-05-01,11.425999999999998,0.066,17.203000000000007,0.11699999999999999,5.756,0.11900000000000001,16.136,0.05,Spring
1985-06-01,13.569,0.187,19.396,0.24,7.907999999999999,0.146,16.713,0.07,Summer
1985-07-01,13.973,0.087,19.711,0.113,8.362,0.141,16.906,0.051,Summer
1985-08-01,14.059,0.087,19.757,0.113,8.514999999999999,0.092,17.012999999999998,0.05,Summer
1985-09-01,11.98,0.08,17.634,0.138,6.482,0.135,16.357,0.054000000000000006,Autumn
1985-10-01,9.338,0.08900000000000001,14.808,0.048,4.051,0.099,15.476,0.054000000000000006,Autumn
1985-11-01,5.968,0.10400000000000001,11.331,0.102,0.703,0.107,14.388,0.055,Autumn
1985-12-01,3.785,0.107,9.044,0.154,-1.368,0.084,13.808,0.055999999999999994,Winter
1986-01-01,3.315,0.11699999999999999,8.818,0.071,-2.011,0.076,13.724,0.057,Winter
1986-02-01,3.991,0.113,9.699,0.20199999999999999,-1.6370000000000002,0.092,14.084000000000001,0.055999999999999994,Winter
1986-03-01,5.755,0.048,11.629,0.077,0.015000000000000013,0.055,14.607999999999999,0.049,Spring
1986-04-01,8.870999999999997,0.086,14.772,0.20600000000000002,3.105,0.062,15.452,0.054000000000000006,Spring
1986-05-01,11.581,0.066,17.393,0.10800000000000001,5.8889999999999985,0.17800000000000002,16.163,0.049,Spring
1986-06-01,13.439,0.06,19.211,0.191,7.7200000000000015,0.192,16.695999999999998,0.05,Summer
1986-07-01,14.293,0.06,19.987000000000002,0.1,8.738999999999999,0.115,16.991,0.05,Summer
1986-08-01,13.972,0.059000000000000004,19.874,0.099,8.433,0.141,16.938,0.05,Summer
1986-09-01,11.816999999999998,0.14300000000000002,17.713,0.106,6.395,0.27399999999999997,16.285,0.063,Autumn
1986-10-01,9.299,0.096,14.802999999999999,0.14800000000000002,3.881,0.157,15.455,0.054000000000000006,Autumn
1986-11-01,5.9190000000000005,0.1,11.232,0.063,0.7020000000000001,0.092,14.407,0.055,Autumn
1986-12-01,3.751,0.07200000000000001,9.071,0.075,-1.399,0.105,13.805,0.052000000000000005,Winter
1987-01-01,3.139,0.115,8.700999999999999,0.08199999999999999,-2.3440000000000003,0.109,13.758,0.057999999999999996,Winter
1987-02-01,4.134,0.091,9.792,0.105,-1.366,0.092,14.161,0.053,Winter
1987-03-01,5.245,0.076,11.203,0.07400000000000001,-0.467,0.084,14.538,0.051,Spring
1987-04-01,8.594999999999999,0.078,14.69,0.083,2.835,0.22,15.447,0.052000000000000005,Spring
1987-05-01,11.525,0.065,17.315,0.13,5.797999999999999,0.136,16.252,0.051,Spring
1987-06-01,13.927,0.068,19.660999999999998,0.146,8.105,0.126,16.900000000000002,0.051,Summer
1987-07-01,14.89,0.14400000000000002,20.667,0.105,9.326,0.196,17.296,0.063,Summer
1987-08-01,13.896,0.127,19.632,0.147,8.319999999999999,0.22699999999999998,17.061,0.06,Summer
1987-09-01,12.447,0.075,18.226000000000006,0.13,6.877999999999999,0.218,16.569000000000006,0.053,Autumn
1987-10-01,9.59,0.077,15.136,0.081,4.0939999999999985,0.08900000000000001,15.621,0.051,Autumn
1987-11-01,6.056,0.052000000000000005,11.517999999999999,0.161,0.71,0.131,14.561,0.049,Autumn
1987-12-01,4.489,0.054000000000000006,9.857,0.085,-0.7120000000000001,0.107,14.13,0.048,Winter
1988-01-01,3.454,0.07,8.863999999999997,0.12,-1.798,0.09,13.978,0.052000000000000005,Winter
1988-02-01,3.422,0.095,9.094,0.09300000000000001,-2.031,0.075,14.064,0.052000000000000005,Winter
1988-03-01,5.931,0.085,11.817,0.09300000000000001,0.3659999999999999,0.13699999999999998,14.777999999999999,0.054000000000000006,Spring
1988-04-01,8.991999999999997,0.066,14.978,0.11800000000000001,3.289,0.087,15.593,0.051,Spring
1988-05-01,11.852,0.091,17.676000000000005,0.062,6.1430000000000025,0.2,16.348,0.054000000000000006,Spring
1988-06-01,14.099,0.098,19.974,0.16,8.356,0.085,16.976000000000006,0.057,Summer
1988-07-01,14.798,0.068,20.466,0.168,9.186,0.125,17.179000000000002,0.051,Summer
1988-08-01,14.553,0.122,20.124,0.255,8.905,0.157,17.173000000000002,0.059000000000000004,Summer
1988-09-01,12.681,0.07200000000000001,18.424000000000003,0.141,7.08,0.079,16.553,0.053,Autumn
1988-10-01,9.979,0.062,15.719,0.19399999999999998,4.363,0.151,15.639000000000001,0.052000000000000005,Autumn
1988-11-01,6.295,0.07400000000000001,11.837,0.081,0.841,0.07400000000000001,14.465,0.052000000000000005,Autumn
1988-12-01,4.363,0.057999999999999996,9.707,0.11900000000000001,-0.8520000000000001,0.078,13.923,0.052000000000000005,Winter
1989-01-01,2.71,0.10800000000000001,8.094999999999999,0.11800000000000001,-2.5980000000000003,0.11800000000000001,13.565999999999999,0.057999999999999996,Winter
1989-02-01,3.627,0.095,9.3,0.067,-1.9240000000000002,0.08800000000000001,13.978000000000002,0.055,Winter
1989-03-01,5.792000000000002,0.099,11.628,0.07,0.1309999999999999,0.17,14.607,0.057,Spring
1989-04-01,8.689,0.10400000000000001,14.541,0.08900000000000001,2.737,0.147,15.422,0.057,Spring
1989-05-01,11.28,0.094,17.105,0.20800000000000002,5.4940000000000015,0.13,16.121,0.055999999999999994,Spring
1989-06-01,13.447,0.126,19.25,0.183,7.871,0.13,16.725,0.063,Summer
1989-07-01,14.612,0.084,20.361,0.079,8.988999999999997,0.102,17.150000000000002,0.057999999999999996,Summer
1989-08-01,14.135,0.064,19.987,0.152,8.594999999999999,0.145,17.051000000000002,0.052000000000000005,Summer
1989-09-01,12.402999999999999,0.10099999999999999,18.198,0.105,6.675,0.15,16.5,0.059000000000000004,Autumn
1989-10-01,9.76,0.061,15.472999999999999,0.13,4.1,0.212,15.597000000000001,0.051,Autumn
1989-11-01,6.1789999999999985,0.06,11.718,0.086,0.7490000000000001,0.062,14.524000000000001,0.052000000000000005,Autumn
1989-12-01,4.43,0.06,9.802,0.055,-0.8070000000000002,0.096,14.058,0.053,Winter
1990-01-01,3.2430000000000003,0.09,8.556999999999999,0.099,-1.9390000000000005,0.075,13.890999999999998,0.057,Winter
1990-02-01,3.643,0.087,9.225,0.111,-1.7950000000000002,0.07,14.143,0.055999999999999994,Winter
1990-03-01,6.73,0.099,12.658,0.179,1.0359999999999998,0.094,15.005,0.057999999999999996,Spring
1990-04-01,9.169,0.059000000000000004,15.058,0.084,3.373,0.125,15.683,0.052000000000000005,Spring
1990-05-01,11.831,0.071,17.642000000000003,0.23399999999999999,6.086,0.237,16.397000000000002,0.054000000000000006,Spring
1990-06-01,13.892999999999999,0.087,19.785999999999998,0.16399999999999998,8.167,0.129,16.995,0.054000000000000006,Summer
1990-07-01,14.784,0.14,20.401,0.105,9.158,0.085,17.246000000000002,0.065,Summer
1990-08-01,14.095,0.05,19.956,0.221,8.514,0.162,17.11,0.054000000000000006,Summer
1990-09-01,12.195,0.106,17.993000000000006,0.08900000000000001,6.597,0.209,16.465,0.063,Autumn
1990-10-01,9.882,0.036000000000000004,15.72,0.125,4.285,0.125,15.747,0.053,Autumn
1990-11-01,6.92,0.132,12.561,0.09,1.345,0.07200000000000001,14.77,0.065,Autumn
1990-12-01,4.425,0.079,9.935,0.057,-0.9220000000000002,0.054000000000000006,14.1,0.055999999999999994,Winter
1991-01-01,3.1950000000000003,0.066,8.506,0.044000000000000004,-1.9070000000000005,0.114,13.859000000000002,0.055999999999999994,Winter
1991-02-01,4.0440000000000005,0.087,9.774,0.07400000000000001,-1.499,0.098,14.201,0.057,Winter
1991-03-01,5.574,0.076,11.411,0.106,-0.129,0.13,14.689,0.055999999999999994,Spring
1991-04-01,9.226,0.04,15.123,0.09,3.414,0.159,15.716,0.055,Spring
1991-05-01,11.616,0.062,17.441000000000006,0.105,6.009,0.114,16.37,0.054000000000000006,Spring
1991-06-01,14.263,0.07400000000000001,19.903,0.124,8.509,0.07200000000000001,17.052,0.057,Summer
1991-07-01,14.987,0.055,20.643,0.106,9.273,0.142,17.348,0.053,Summer
1991-08-01,14.319,0.057,20.035999999999998,0.086,8.61,0.111,17.163,0.055,Summer
1991-09-01,12.677,0.053,18.539,0.235,7.004,0.084,16.572,0.055999999999999994,Autumn
1991-10-01,9.753,0.064,15.552999999999999,0.066,4.122,0.095,15.619000000000002,0.055,Autumn
1991-11-01,6.44,0.07,11.862,0.10099999999999999,1.121,0.08800000000000001,14.607,0.055,Autumn
1991-12-01,4.059,0.040999999999999995,9.284,0.078,-1.061,0.061,13.98,0.052000000000000005,Winter
1992-01-01,3.579,0.084,8.914,0.1,-1.6550000000000002,0.09300000000000001,13.960999999999999,0.057999999999999996,Winter
1992-02-01,3.931,0.14800000000000002,9.491,0.11599999999999999,-1.5950000000000002,0.087,14.181,0.067,Winter
1992-03-01,5.952000000000001,0.069,11.692,0.064,0.2529999999999999,0.086,14.770999999999999,0.055999999999999994,Spring
1992-04-01,8.572000000000001,0.061,14.366,0.075,2.785,0.1,15.51,0.055,Spring
1992-05-01,11.534999999999998,0.073,17.346,0.095,5.796,0.184,16.319000000000006,0.059000000000000004,Spring
1992-06-01,13.575999999999999,0.066,19.36,0.094,7.818,0.075,16.886000000000006,0.057999999999999996,Summer
1992-07-01,14.139,0.081,19.853,0.083,8.421,0.08199999999999999,17.000999999999998,0.057,Summer
1992-08-01,13.765999999999998,0.084,19.435,0.162,8.130999999999998,0.13,16.900000000000002,0.057,Summer
1992-09-01,11.672,0.049,17.289,0.122,6.1320000000000014,0.14,16.243,0.053,Autumn
1992-10-01,9.353,0.047,15.152,0.057999999999999996,3.676,0.061,15.419,0.054000000000000006,Autumn
1992-11-01,5.8889999999999985,0.083,11.302999999999999,0.062,0.46299999999999997,0.066,14.343,0.055999999999999994,Autumn
1992-12-01,4.075,0.155,9.455,0.157,-1.0630000000000002,0.126,13.902000000000001,0.068,Winter
1993-01-01,3.301,0.096,8.666,0.065,-1.9190000000000005,0.076,13.895999999999999,0.062,Winter
1993-02-01,3.745,0.09699999999999999,9.42,0.081,-1.7440000000000002,0.054000000000000006,14.085,0.06,Winter
1993-03-01,5.922999999999999,0.094,11.790999999999999,0.085,0.1409999999999999,0.07400000000000001,14.725,0.061,Spring
1993-04-01,8.69,0.046,14.585,0.11599999999999999,2.823,0.13699999999999998,15.482,0.055,Spring
1993-05-01,11.475,0.055999999999999994,17.289,0.084,5.674,0.124,16.230999999999998,0.055999999999999994,Spring
1993-06-01,13.517999999999999,0.075,19.292,0.094,7.767,0.146,16.859,0.057999999999999996,Summer
1993-07-01,14.595,0.11,20.228,0.062,8.947000000000003,0.174,17.155,0.062,Summer
1993-08-01,13.835,0.065,19.584,0.066,8.228,0.10800000000000001,16.926000000000002,0.057999999999999996,Summer
1993-09-01,11.93,0.102,17.639000000000006,0.06,6.287000000000001,0.121,16.381,0.062,Autumn
1993-10-01,9.613999999999999,0.064,15.294,0.061,3.987,0.047,15.543,0.057999999999999996,Autumn
1993-11-01,5.738,0.09,11.091,0.098,0.3629999999999999,0.07,14.41,0.059000000000000004,Autumn
1993-12-01,4.035,0.081,9.358,0.07,-1.139,0.145,13.904000000000002,0.059000000000000004,Winter
1994-01-01,3.024,0.063,8.336,0.107,-2.274,0.099,13.731,0.057,Winter
1994-02-01,2.81,0.105,8.594,0.09300000000000001,-2.7680000000000002,0.094,13.773,0.062,Winter
1994-03-01,5.731,0.071,11.662999999999998,0.083,-0.13100000000000006,0.11900000000000001,14.713,0.057999999999999996,Spring
1994-04-01,9.017999999999999,0.044000000000000004,14.961,0.16,3.162,0.191,15.584,0.057,Spring
1994-05-01,11.684,0.08,17.582,0.106,5.682,0.092,16.348,0.06,Spring
1994-06-01,14.144,0.087,19.932,0.099,8.288,0.109,17.021,0.061,Summer
1994-07-01,14.658,0.076,20.421,0.111,8.947000000000003,0.145,17.183,0.059000000000000004,Summer
1994-08-01,13.977,0.051,19.808,0.087,8.274,0.17300000000000001,17.035999999999998,0.055,Summer
1994-09-01,12.515999999999998,0.068,18.335,0.12300000000000001,6.8210000000000015,0.159,16.498,0.057999999999999996,Autumn
1994-10-01,10.002,0.077,15.606,0.09300000000000001,4.543,0.166,15.743,0.06,Autumn
1994-11-01,6.7879999999999985,0.064,12.2,0.091,1.311,0.11,14.754,0.055999999999999994,Autumn
1994-12-01,4.113,0.065,9.313,0.158,-1.102,0.064,14.036,0.06,Winter
1995-01-01,3.54,0.057,8.895,0.151,-1.7690000000000001,0.17300000000000001,13.945,0.06,Winter
1995-02-01,4.6560000000000015,0.083,10.257,0.145,-0.8790000000000002,0.127,14.388,0.062,Winter
1995-03-01,5.956,0.077,11.784,0.165,0.265,0.10800000000000001,14.783,0.061,Spring
1995-04-01,8.972000000000003,0.078,14.839,0.122,3.162,0.17,15.587,0.061,Spring
1995-05-01,11.57,0.063,17.301000000000002,0.121,5.758000000000001,0.222,16.279,0.057,Spring
1995-06-01,14.164,0.08800000000000001,20.115,0.18600000000000005,8.232000000000001,0.053,17.008000000000006,0.061,Summer
1995-07-01,15.116,0.079,20.803,0.185,9.331,0.168,17.375,0.061,Summer
1995-08-01,14.636,0.08800000000000001,20.409,0.083,8.808,0.231,17.297,0.061,Summer
1995-09-01,12.565,0.087,18.382,0.068,6.921,0.182,16.580000000000002,0.06,Autumn
1995-10-01,10.106,0.086,15.749,0.13,4.49,0.14400000000000002,15.748,0.062,Autumn
1995-11-01,6.761,0.087,12.387,0.10400000000000001,1.266,0.205,14.713,0.06,Autumn
1995-12-01,4.123,0.044000000000000004,9.396,0.131,-1.143,0.113,13.951,0.059000000000000004,Winter
1996-01-01,2.862,0.08800000000000001,8.350999999999999,0.107,-2.512,0.10800000000000001,13.720999999999998,0.059000000000000004,Winter
1996-02-01,4.0120000000000005,0.11800000000000001,9.769,0.095,-1.7620000000000002,0.08,14.207,0.064,Winter
1996-03-01,5.524,0.085,11.411,0.157,-0.28500000000000003,0.145,14.658,0.059000000000000004,Spring
1996-04-01,8.679,0.073,14.470999999999998,0.099,2.717,0.13,15.540999999999999,0.057,Spring
1996-05-01,11.588,0.106,17.437,0.102,5.7920000000000025,0.12300000000000001,16.272000000000002,0.063,Spring
1996-06-01,13.681,0.091,19.405,0.14300000000000002,7.854,0.106,16.847,0.057999999999999996,Summer
1996-07-01,14.827,0.09699999999999999,20.65,0.087,9.123,0.129,17.22,0.061,Summer
1996-08-01,14.603,0.073,20.416,0.13,8.918,0.126,17.21,0.059000000000000004,Summer
1996-09-01,12.294,0.053,17.974,0.11599999999999999,6.711,0.17,16.444000000000006,0.055999999999999994,Autumn
1996-10-01,9.525,0.09699999999999999,15.190999999999999,0.155,3.929,0.08900000000000001,15.515999999999998,0.061,Autumn
1996-11-01,6.5470000000000015,0.078,11.952,0.11199999999999999,1.178,0.083,14.607,0.059000000000000004,Autumn
1996-12-01,4.325,0.057999999999999996,9.82,0.11199999999999999,-1.089,0.06,14.053,0.057999999999999996,Winter
1997-01-01,3.165,0.083,8.588,0.099,-2.1340000000000003,0.078,13.818,0.057999999999999996,Winter
1997-02-01,3.766,0.09300000000000001,9.456,0.067,-1.885,0.086,14.178,0.059000000000000004,Winter
1997-03-01,6.0120000000000005,0.139,11.808,0.188,0.18999999999999995,0.095,14.873,0.068,Spring
1997-04-01,8.891,0.054000000000000006,14.817,0.114,2.967,0.115,15.634,0.055,Spring
1997-05-01,11.593,0.07200000000000001,17.378,0.109,5.8020000000000005,0.149,16.387999999999998,0.055999999999999994,Spring
1997-06-01,14.130999999999998,0.066,19.913,0.096,8.334,0.135,17.158,0.055999999999999994,Summer
1997-07-01,14.565,0.132,20.26,0.094,8.825,0.08900000000000001,17.307000000000002,0.065,Summer
1997-08-01,14.255999999999998,0.091,20.13,0.10400000000000001,8.578999999999999,0.122,17.266000000000002,0.059000000000000004,Summer
1997-09-01,12.685,0.105,18.555000000000003,0.313,6.973,0.162,16.766000000000002,0.061,Autumn
